5.18E+00,5.91E+01,5.18E+00,5.91E+01,5.18E+00,5.91E+01,5.18E+00,5.91E+01,5.18E+00,5.91E+01,5.18E+00,5.91E+01
5.18E+00,6.17E+01,5.18E+00,6.17E+01,5.18E+00,6.17E+01,5.18E+00,6.17E+01,5.18E+00,6.17E+01,5.18E+00,6.17E+01
5.18E+00,6.42E+01,5.18E+00,6.42E+01,5.18E+00,6.42E+01,5.18E+00,6.42E+01,5.18E+00,6.42E+01,5.18E+00,6.42E+01
5.18E+00,6.68E+01,5.18E+00,6.68E+01,5.18E+00,6.68E+01,5.18E+00,6.68E+01,5.18E+00,6.68E+01,5.18E+00,6.68E+01
5.18E+00,6.93E+01,5.18E+00,6.93E+01,5.18E+00,6.93E+01,5.18E+00,6.93E+01,5.18E+00,6.93E+01,5.18E+00,6.93E+01
5.55E+00,2.08E+01,5.55E+00,2.08E+01,5.55E+00,2.08E+01,5.55E+00,2.08E+01,5.55E+00,2.08E+01,5.55E+00,2.08E+01
5.55E+00,2.34E+01,5.55E+00,2.34E+01,5.55E+00,2.34E+01,5.55E+00,2.34E+01,5.55E+00,2.34E+01,5.55E+00,2.34E+01
5.55E+00,2.59E+01,5.55E+00,2.59E+01,5.55E+00,2.59E+01,5.55E+00,2.59E+01,5.55E+00,2.59E+01,5.55E+00,2.59E+01
5.55E+00,2.85E+01,5.55E+00,2.85E+01,5.55E+00,2.85E+01,5.55E+00,2.85E+01,5.55E+00,2.85E+01,5.55E+00,2.85E+01
5.55E+00,3.10E+01,5.55E+00,3.10E+01,5.55E+00,3.10E+01,5.55E+00,3.10E+01,5.55E+00,3.10E+01,5.55E+00,3.10E+01
5.55E+00,3.36E+01,5.55E+00,3.36E+01,5.55E+00,3.36E+01,5.55E+00,3.36E+01,5.55E+00,3.36E+01,5.55E+00,3.36E+01
5.55E+00,3.61E+01,5.55E+00,3.61E+01,5.55E+00,3.61E+01,5.55E+00,3.61E+01,5.55E+00,3.61E+01,5.55E+00,3.61E+01
5.55E+00,3.87E+01,5.55E+00,3.87E+01,5.55E+00,3.87E+01,5.55E+00,3.87E+01,5.55E+00,3.87E+01,5.55E+00,3.87E+01
5.55E+00,4.13E+01,5.55E+00,4.13E+01,5.55E+00,4.13E+01,5.55E+00,4.13E+01,5.55E+00,4.13E+01,5.55E+00,4.13E+01
5.55E+00,4.38E+01,5.55E+00,4.38E+01,5.55E+00,4.38E+01,5.55E+00,4.38E+01,5.55E+00,4.38E+01,5.55E+00,4.38E+01
5.55E+00,4.64E+01,5.55E+00,4.64E+01,5.55E+00,4.64E+01,5.55E+00,4.64E+01,5.55E+00,4.64E+01,5.55E+00,4.64E+01
5.55E+00,4.89E+01,5.55E+00,4.89E+01,5.55E+00,4.89E+01,5.55E+00,4.89E+01,5.55E+00,4.89E+01,5.55E+00,4.89E+01
5.55E+00,5.15E+01,5.55E+00,5.15E+01,5.55E+00,5.15E+01,5.55E+00,5.15E+01,5.55E+00,5.15E+01,5.55E+00,5.15E+01
5.55E+00,5.40E+01,5.55E+00,5.40E+01,5.55E+00,5.40E+01,5.55E+00,5.40E+01,5.55E+00,5.40E+01,5.55E+00,5.40E+01
5.55E+00,5.66E+01,5.55E+00,5.66E+01,5.55E+00,5.66E+01,5.55E+00,5.66E+01,5.55E+00,5.66E+01,5.55E+00,5.66E+01
5.55E+00,5.91E+01,5.55E+00,5.91E+01,5.55E+00,5.91E+01,5.55E+00,5.91E+01,5.55E+00,5.91E+01,5.55E+00,5.91E+01
5.55E+00,6.17E+01,5.55E+00,6.17E+01,5.55E+00,6.17E+01,5.55E+00,6.17E+01,5.55E+00,6.17E+01,5.55E+00,6.17E+01
5.55E+00,6.42E+01,5.55E+00,6.42E+01,5.55E+00,6.42E+01,5.55E+00,6.42E+01,5.55E+00,6.42E+01,5.55E+00,6.42E+01
5.55E+00,6.68E+01,5.55E+00,6.68E+01,5.55E+00,6.68E+01,5.55E+00,6.68E+01,5.55E+00,6.68E+01,5.55E+00,6.68E+01
5.55E+00,6.93E+01,5.55E+00,6.93E+01,5.55E+00,6.93E+01,5.55E+00,6.93E+01,5.55E+00,6.93E+01,5.55E+00,6.93E+01
5.93E+00,2.08E+01,5.93E+00,2.08E+01,5.93E+00,2.08E+01,5.93E+00,2.08E+01,5.93E+00,2.08E+01,5.93E+00,2.08E+01
5.93E+00,2.34E+01,5.93E+00,2.34E+01,5.93E+00,2.34E+01,5.93E+00,2.34E+01,5.93E+00,2.34E+01,5.93E+00,2.34E+01
5.93E+00,2.59E+01,5.93E+00,2.59E+01,5.93E+00,2.59E+01,5.93E+00,2.59E+01,5.93E+00,2.59E+01,5.93E+00,2.59E+01
5.93E+00,2.85E+01,5.93E+00,2.85E+01,5.93E+00,2.85E+01,5.93E+00,2.85E+01,5.93E+00,2.85E+01,5.93E+00,2.85E+01
5.93E+00,3.10E+01,5.93E+00,3.10E+01,5.93E+00,3.10E+01,5.93E+00,3.10E+01,5.93E+00,3.10E+01,5.93E+00,3.10E+01
5.93E+00,3.36E+01,5.93E+00,3.36E+01,5.93E+00,3.36E+01,5.93E+00,3.36E+01,5.93E+00,3.36E+01,5.93E+00,3.36E+01
5.93E+00,3.61E+01,5.93E+00,3.61E+01,5.93E+00,3.61E+01,5.93E+00,3.61E+01,5.93E+00,3.61E+01,5.93E+00,3.61E+01
5.93E+00,3.87E+01,5.93E+00,3.87E+01,5.93E+00,3.87E+01,5.93E+00,3.87E+01,5.93E+00,3.87E+01,5.93E+00,3.87E+01
5.93E+00,4.13E+01,5.93E+00,4.13E+01,5.93E+00,4.13E+01,5.93E+00,4.13E+01,5.93E+00,4.13E+01,5.93E+00,4.13E+01
5.93E+00,4.38E+01,5.93E+00,4.38E+01,5.93E+00,4.38E+01,5.93E+00,4.38E+01,5.93E+00,4.38E+01,5.93E+00,4.38E+01
5.93E+00,4.64E+01,5.93E+00,4.64E+01,5.93E+00,4.64E+01,5.93E+00,4.64E+01,5.93E+00,4.64E+01,5.93E+00,4.64E+01
5.93E+00,4.89E+01,5.93E+00,4.89E+01,5.93E+00,4.89E+01,5.93E+00,4.89E+01,5.93E+00,4.89E+01,5.93E+00,4.89E+01
5.93E+00,5.15E+01,5.93E+00,5.15E+01,5.93E+00,5.15E+01,5.93E+00,5.15E+01,5.93E+00,5.15E+01,5.93E+00,5.15E+01
5.93E+00,5.40E+01,5.93E+00,5.40E+01,5.93E+00,5.40E+01,5.93E+00,5.40E+01,5.93E+00,5.40E+01,5.93E+00,5.40E+01
5.93E+00,5.66E+01,5.93E+00,5.66E+01,5.93E+00,5.66E+01,5.93E+00,5.66E+01,5.93E+00,5.66E+01,5.93E+00,5.66E+01
5.93E+00,5.91E+01,5.93E+00,5.91E+01,5.93E+00,5.91E+01,5.93E+00,5.91E+01,5.93E+00,5.91E+01,5.93E+00,5.91E+01
5.93E+00,6.17E+01,5.93E+00,6.17E+01,5.93E+00,6.17E+01,5.93E+00,6.17E+01,5.93E+00,6.17E+01,5.93E+00,6.17E+01
5.93E+00,6.42E+01,5.93E+00,6.42E+01,5.93E+00,6.42E+01,5.93E+00,6.42E+01,5.93E+00,6.42E+01,5.93E+00,6.42E+01
5.93E+00,6.68E+01,5.93E+00,6.68E+01,5.93E+00,6.68E+01,5.93E+00,6.68E+01,5.93E+00,6.68E+01,5.93E+00,6.68E+01
5.93E+00,6.93E+01,5.93E+00,6.93E+01,5.93E+00,6.93E+01,5.93E+00,6.93E+01,5.93E+00,6.93E+01,5.93E+00,6.93E+01
6.31E+00,2.08E+01,6.31E+00,2.08E+01,6.31E+00,2.08E+01,6.31E+00,2.08E+01,6.31E+00,2.08E+01,6.31E+00,2.08E+01
6.31E+00,2.34E+01,6.31E+00,2.34E+01,6.31E+00,2.34E+01,6.31E+00,2.34E+01,6.31E+00,2.34E+01,6.31E+00,2.34E+01
6.31E+00,2.59E+01,6.31E+00,2.59E+01,6.31E+00,2.59E+01,6.31E+00,2.59E+01,6.31E+00,2.59E+01,6.31E+00,2.59E+01
6.31E+00,2.85E+01,6.31E+00,2.85E+01,6.31E+00,2.85E+01,6.31E+00,2.85E+01,6.31E+00,2.85E+01,6.31E+00,2.85E+01
6.31E+00,3.10E+01,6.31E+00,3.10E+01,6.31E+00,3.10E+01,6.31E+00,3.10E+01,6.31E+00,3.10E+01,6.31E+00,3.10E+01
6.31E+00,3.36E+01,6.31E+00,3.36E+01,6.31E+00,3.36E+01,6.31E+00,3.36E+01,6.31E+00,3.36E+01,6.31E+00,3.36E+01
6.31E+00,3.61E+01,6.31E+00,3.61E+01,6.31E+00,3.61E+01,6.31E+00,3.61E+01,6.31E+00,3.61E+01,6.31E+00,3.61E+01
6.31E+00,3.87E+01,6.31E+00,3.87E+01,6.31E+00,3.87E+01,6.31E+00,3.87E+01,6.31E+00,3.87E+01,6.31E+00,3.87E+01
6.31E+00,4.13E+01,6.31E+00,4.13E+01,6.31E+00,4.13E+01,6.31E+00,4.13E+01,6.31E+00,4.13E+01,6.31E+00,4.13E+01
6.31E+00,4.38E+01,6.31E+00,4.38E+01,6.31E+00,4.38E+01,6.31E+00,4.38E+01,6.31E+00,4.38E+01,6.31E+00,4.38E+01
6.31E+00,4.64E+01,6.31E+00,4.64E+01,6.31E+00,4.64E+01,6.31E+00,4.64E+01,6.31E+00,4.64E+01,6.31E+00,4.64E+01
6.31E+00,4.89E+01,6.31E+00,4.89E+01,6.31E+00,4.89E+01,6.31E+00,4.89E+01,6.31E+00,4.89E+01,6.31E+00,4.89E+01
6.31E+00,5.15E+01,6.31E+00,5.15E+01,6.31E+00,5.15E+01,6.31E+00,5.15E+01,6.31E+00,5.15E+01,6.31E+00,5.15E+01
6.31E+00,5.40E+01,6.31E+00,5.40E+01,6.31E+00,5.40E+01,6.31E+00,5.40E+01,6.31E+00,5.40E+01,6.31E+00,5.40E+01
6.31E+00,5.66E+01,6.31E+00,5.66E+01,6.31E+00,5.66E+01,6.31E+00,5.66E+01,6.31E+00,5.66E+01,6.31E+00,5.66E+01
6.31E+00,5.91E+01,6.31E+00,5.91E+01,6.31E+00,5.91E+01,6.31E+00,5.91E+01,6.31E+00,5.91E+01,6.31E+00,5.91E+01
6.31E+00,6.17E+01,6.31E+00,6.17E+01,6.31E+00,6.17E+01,6.31E+00,6.17E+01,6.31E+00,6.17E+01,6.31E+00,6.17E+01
6.31E+00,6.42E+01,6.31E+00,6.42E+01,6.31E+00,6.42E+01,6.31E+00,6.42E+01,6.31E+00,6.42E+01,6.31E+00,6.42E+01
6.31E+00,6.68E+01,6.31E+00,6.68E+01,6.31E+00,6.68E+01,6.31E+00,6.68E+01,6.31E+00,6.68E+01,6.31E+00,6.68E+01
6.31E+00,6.93E+01,6.31E+00,6.93E+01,6.31E+00,6.93E+01,6.31E+00,6.93E+01,6.31E+00,6.93E+01,6.31E+00,6.93E+01
6.69E+00,2.08E+01,6.69E+00,2.08E+01,6.69E+00,2.08E+01,6.69E+00,2.08E+01,6.69E+00,2.08E+01,6.69E+00,2.08E+01
6.69E+00,2.34E+01,6.69E+00,2.34E+01,6.69E+00,2.34E+01,6.69E+00,2.34E+01,6.69E+00,2.34E+01,6.69E+00,2.34E+01
6.69E+00,2.59E+01,6.69E+00,2.59E+01,6.69E+00,2.59E+01,6.69E+00,2.59E+01,6.69E+00,2.59E+01,6.69E+00,2.59E+01
6.69E+00,2.85E+01,6.69E+00,2.85E+01,6.69E+00,2.85E+01,6.69E+00,2.85E+01,6.69E+00,2.85E+01,6.69E+00,2.85E+01
6.69E+00,3.10E+01,6.69E+00,3.10E+01,6.69E+00,3.10E+01,6.69E+00,3.10E+01,6.69E+00,3.10E+01,6.69E+00,3.10E+01
6.69E+00,3.36E+01,6.69E+00,3.36E+01,6.69E+00,3.36E+01,6.69E+00,3.36E+01,6.69E+00,3.36E+01,6.69E+00,3.36E+01
6.69E+00,3.61E+01,6.69E+00,3.61E+01,6.69E+00,3.61E+01,6.69E+00,3.61E+01,6.69E+00,3.61E+01,6.69E+00,3.61E+01
6.69E+00,3.87E+01,6.69E+00,3.87E+01,6.69E+00,3.87E+01,6.69E+00,3.87E+01,6.69E+00,3.87E+01,6.69E+00,3.87E+01
6.69E+00,4.13E+01,6.69E+00,4.13E+01,6.69E+00,4.13E+01,6.69E+00,4.13E+01,6.69E+00,4.13E+01,6.69E+00,4.13E+01
6.69E+00,4.38E+01,6.69E+00,4.38E+01,6.69E+00,4.38E+01,6.69E+00,4.38E+01,6.69E+00,4.38E+01,6.69E+00,4.38E+01
6.69E+00,4.64E+01,6.69E+00,4.64E+01,6.69E+00,4.64E+01,6.69E+00,4.64E+01,6.69E+00,4.64E+01,6.69E+00,4.64E+01
6.69E+00,4.89E+01,6.69E+00,4.89E+01,6.69E+00,4.89E+01,6.69E+00,4.89E+01,6.69E+00,4.89E+01,6.69E+00,4.89E+01
6.69E+00,5.15E+01,6.69E+00,5.15E+01,6.69E+00,5.15E+01,6.69E+00,5.15E+01,6.69E+00,5.15E+01,6.69E+00,5.15E+01
6.69E+00,5.40E+01,6.69E+00,5.40E+01,6.69E+00,5.40E+01,6.69E+00,5.40E+01,6.69E+00,5.40E+01,6.69E+00,5.40E+01
6.69E+00,5.66E+01,6.69E+00,5.66E+01,6.69E+00,5.66E+01,6.69E+00,5.66E+01,6.69E+00,5.66E+01,6.69E+00,5.66E+01
6.69E+00,5.91E+01,6.69E+00,5.91E+01,6.69E+00,5.91E+01,6.69E+00,5.91E+01,6.69E+00,5.91E+01,6.69E+00,5.91E+01
6.69E+00,6.17E+01,6.69E+00,6.17E+01,6.69E+00,6.17E+01,6.69E+00,6.17E+01,6.69E+00,6.17E+01,6.69E+00,6.17E+01
6.69E+00,6.42E+01,6.69E+00,6.42E+01,6.69E+00,6.42E+01,6.69E+00,6.42E+01,6.69E+00,6.42E+01,6.69E+00,6.42E+01
6.69E+00,6.68E+01,6.69E+00,6.68E+01,6.69E+00,6.68E+01,6.69E+00,6.68E+01,6.69E+00,6.68E+01,6.69E+00,6.68E+01
6.69E+00,6.93E+01,6.69E+00,6.93E+01,6.69E+00,6.93E+01,6.69E+00,6.93E+01,6.69E+00,6.93E+01,6.69E+00,6.93E+01
7.07E+00,2.08E+01,7.07E+00,2.08E+01,7.07E+00,2.08E+01,7.07E+00,2.08E+01,7.07E+00,2.08E+01,7.07E+00,2.08E+01
7.07E+00,2.34E+01,7.07E+00,2.34E+01,7.07E+00,2.34E+01,7.07E+00,2.34E+01,7.07E+00,2.34E+01,7.07E+00,2.34E+01
7.07E+00,2.59E+01,7.07E+00,2.59E+01,7.07E+00,2.59E+01,7.07E+00,2.59E+01,7.07E+00,2.59E+01,7.07E+00,2.59E+01
7.07E+00,2.85E+01,7.07E+00,2.85E+01,7.07E+00,2.85E+01,7.07E+00,2.85E+01,7.07E+00,2.85E+01,7.07E+00,2.85E+01
7.07E+00,3.10E+01,7.07E+00,3.10E+01,7.07E+00,3.10E+01,7.07E+00,3.10E+01,7.07E+00,3.10E+01,7.07E+00,3.10E+01
7.07E+00,3.36E+01,7.07E+00,3.36E+01,7.07E+00,3.36E+01,7.07E+00,3.36E+01,7.07E+00,3.36E+01,7.07E+00,3.36E+01
7.07E+00,3.61E+01,7.07E+00,3.61E+01,7.07E+00,3.61E+01,7.07E+00,3.61E+01,7.07E+00,3.61E+01,7.07E+00,3.61E+01
7.07E+00,3.87E+01,7.07E+00,3.87E+01,7.07E+00,3.87E+01,7.07E+00,3.87E+01,7.07E+00,3.87E+01,7.07E+00,3.87E+01
7.07E+00,4.13E+01,7.07E+00,4.13E+01,7.07E+00,4.13E+01,7.07E+00,4.13E+01,7.07E+00,4.13E+01,7.07E+00,4.13E+01
7.07E+00,4.38E+01,7.07E+00,4.38E+01,7.07E+00,4.38E+01,7.07E+00,4.38E+01,7.07E+00,4.38E+01,7.07E+00,4.38E+01
7.07E+00,4.64E+01,7.07E+00,4.64E+01,7.07E+00,4.64E+01,7.07E+00,4.64E+01,7.07E+00,4.64E+01,7.07E+00,4.64E+01
7.07E+00,4.89E+01,7.07E+00,4.89E+01,7.07E+00,4.89E+01,7.07E+00,4.89E+01,7.07E+00,4.89E+01,7.07E+00,4.89E+01
7.07E+00,5.15E+01,7.07E+00,5.15E+01,7.07E+00,5.15E+01,7.07E+00,5.15E+01,7.07E+00,5.15E+01,7.07E+00,5.15E+01
7.07E+00,5.40E+01,7.07E+00,5.40E+01,7.07E+00,5.40E+01,7.07E+00,5.40E+01,7.07E+00,5.40E+01,7.07E+00,5.40E+01
7.07E+00,5.66E+01,7.07E+00,5.66E+01,7.07E+00,5.66E+01,7.07E+00,5.66E+01,7.07E+00,5.66E+01,7.07E+00,5.66E+01
7.07E+00,5.91E+01,7.07E+00,5.91E+01,7.07E+00,5.91E+01,7.07E+00,5.91E+01,7.07E+00,5.91E+01,7.07E+00,5.91E+01
7.07E+00,6.17E+01,7.07E+00,6.17E+01,7.07E+00,6.17E+01,7.07E+00,6.17E+01,7.07E+00,6.17E+01,7.07E+00,6.17E+01
7.07E+00,6.42E+01,7.07E+00,6.42E+01,7.07E+00,6.42E+01,7.07E+00,6.42E+01,7.07E+00,6.42E+01,7.07E+00,6.42E+01
7.07E+00,6.68E+01,7.07E+00,6.68E+01,7.07E+00,6.68E+01,7.07E+00,6.68E+01,7.07E+00,6.68E+01,7.07E+00,6.68E+01
7.07E+00,6.93E+01,7.07E+00,6.93E+01,7.07E+00,6.93E+01,7.07E+00,6.93E+01,7.07E+00,6.93E+01,7.07E+00,6.93E+01
7.45E+00,2.08E+01,7.45E+00,2.08E+01,7.45E+00,2.08E+01,7.45E+00,2.08E+01,7.45E+00,2.08E+01,7.45E+00,2.08E+01
7.45E+00,2.34E+01,7.45E+00,2.34E+01,7.45E+00,2.34E+01,7.45E+00,2.34E+01,7.45E+00,2.34E+01,7.45E+00,2.34E+01
7.45E+00,2.59E+01,7.45E+00,2.59E+01,7.45E+00,2.59E+01,7.45E+00,2.59E+01,7.45E+00,2.59E+01,7.45E+00,2.59E+01
7.45E+00,2.85E+01,7.45E+00,2.85E+01,7.45E+00,2.85E+01,7.45E+00,2.85E+01,7.45E+00,2.85E+01,7.45E+00,2.85E+01
7.45E+00,3.10E+01,7.45E+00,3.10E+01,7.45E+00,3.10E+01,7.45E+00,3.10E+01,7.45E+00,3.10E+01,7.45E+00,3.10E+01
7.45E+00,3.36E+01,7.45E+00,3.36E+01,7.45E+00,3.36E+01,7.45E+00,3.36E+01,7.45E+00,3.36E+01,7.45E+00,3.36E+01
7.45E+00,3.61E+01,7.45E+00,3.61E+01,7.45E+00,3.61E+01,7.45E+00,3.61E+01,7.45E+00,3.61E+01,7.45E+00,3.61E+01
7.45E+00,3.87E+01,7.45E+00,3.87E+01,7.45E+00,3.87E+01,7.45E+00,3.87E+01,7.45E+00,3.87E+01,7.45E+00,3.87E+01
7.45E+00,4.13E+01,7.45E+00,4.13E+01,7.45E+00,4.13E+01,7.45E+00,4.13E+01,7.45E+00,4.13E+01,7.45E+00,4.13E+01
7.45E+00,4.38E+01,7.45E+00,4.38E+01,7.45E+00,4.38E+01,7.45E+00,4.38E+01,7.45E+00,4.38E+01,7.45E+00,4.38E+01
7.45E+00,4.64E+01,7.45E+00,4.64E+01,7.45E+00,4.64E+01,7.45E+00,4.64E+01,7.45E+00,4.64E+01,7.45E+00,4.64E+01
7.45E+00,4.89E+01,7.45E+00,4.89E+01,7.45E+00,4.89E+01,7.45E+00,4.89E+01,7.45E+00,4.89E+01,7.45E+00,4.89E+01
7.45E+00,5.15E+01,7.45E+00,5.15E+01,7.45E+00,5.15E+01,7.45E+00,5.15E+01,7.45E+00,5.15E+01,7.45E+00,5.15E+01
7.45E+00,5.40E+01,7.45E+00,5.40E+01,7.45E+00,5.40E+01,7.45E+00,5.40E+01,7.45E+00,5.40E+01,7.45E+00,5.40E+01
7.45E+00,5.66E+01,7.45E+00,5.66E+01,7.45E+00,5.66E+01,7.45E+00,5.66E+01,7.45E+00,5.66E+01,7.45E+00,5.66E+01
7.45E+00,5.91E+01,7.45E+00,5.91E+01,7.45E+00,5.91E+01,7.45E+00,5.91E+01,7.45E+00,5.91E+01,7.45E+00,5.91E+01
7.45E+00,6.17E+01,7.45E+00,6.17E+01,7.45E+00,6.17E+01,7.45E+00,6.17E+01,7.45E+00,6.17E+01,7.45E+00,6.17E+01
7.45E+00,6.42E+01,7.45E+00,6.42E+01,7.45E+00,6.42E+01,7.45E+00,6.42E+01,7.45E+00,6.42E+01,7.45E+00,6.42E+01
7.45E+00,6.68E+01,7.45E+00,6.68E+01,7.45E+00,6.68E+01,7.45E+00,6.68E+01,7.45E+00,6.68E+01,7.45E+00,6.68E+01
7.45E+00,6.93E+01,7.45E+00,6.93E+01,7.45E+00,6.93E+01,7.45E+00,6.93E+01,7.45E+00,6.93E+01,7.45E+00,6.93E+01
7.83E+00,2.08E+01,7.83E+00,2.08E+01,7.83E+00,2.08E+01,7.83E+00,2.08E+01,7.83E+00,2.08E+01,7.83E+00,2.08E+01
7.83E+00,2.34E+01,7.83E+00,2.34E+01,7.83E+00,2.34E+01,7.83E+00,2.34E+01,7.83E+00,2.34E+01,7.83E+00,2.34E+01
7.83E+00,2.59E+01,7.83E+00,2.59E+01,7.83E+00,2.59E+01,7.83E+00,2.59E+01,7.83E+00,2.59E+01,7.83E+00,2.59E+01
7.83E+00,2.85E+01,7.83E+00,2.85E+01,7.83E+00,2.85E+01,7.83E+00,2.85E+01,7.83E+00,2.85E+01,7.83E+00,2.85E+01
7.83E+00,3.10E+01,7.83E+00,3.10E+01,7.83E+00,3.10E+01,7.83E+00,3.10E+01,7.83E+00,3.10E+01,7.83E+00,3.10E+01
7.83E+00,3.36E+01,7.83E+00,3.36E+01,7.83E+00,3.36E+01,7.83E+00,3.36E+01,7.83E+00,3.36E+01,7.83E+00,3.36E+01
7.83E+00,3.61E+01,7.83E+00,3.61E+01,7.83E+00,3.61E+01,7.83E+00,3.61E+01,7.83E+00,3.61E+01,7.83E+00,3.61E+01
7.83E+00,3.87E+01,7.83E+00,3.87E+01,7.83E+00,3.87E+01,7.83E+00,3.87E+01,7.83E+00,3.87E+01,7.83E+00,3.87E+01
7.83E+00,4.13E+01,7.83E+00,4.13E+01,7.83E+00,4.13E+01,7.83E+00,4.13E+01,7.83E+00,4.13E+01,7.83E+00,4.13E+01
7.83E+00,4.38E+01,7.83E+00,4.38E+01,7.83E+00,4.38E+01,7.83E+00,4.38E+01,7.83E+00,4.38E+01,7.83E+00,4.38E+01
7.83E+00,4.64E+01,7.83E+00,4.64E+01,7.83E+00,4.64E+01,7.83E+00,4.64E+01,7.83E+00,4.64E+01,7.83E+00,4.64E+01
7.83E+00,4.89E+01,7.83E+00,4.89E+01,7.83E+00,4.89E+01,7.83E+00,4.89E+01,7.83E+00,4.89E+01,7.83E+00,4.89E+01
7.83E+00,5.15E+01,7.83E+00,5.15E+01,7.83E+00,5.15E+01,7.83E+00,5.15E+01,7.83E+00,5.15E+01,7.83E+00,5.15E+01
7.83E+00,5.40E+01,7.83E+00,5.40E+01,7.83E+00,5.40E+01,7.83E+00,5.40E+01,7.83E+00,5.40E+01,7.83E+00,5.40E+01
7.83E+00,5.66E+01,7.83E+00,5.66E+01,7.83E+00,5.66E+01,7.83E+00,5.66E+01,7.83E+00,5.66E+01,7.83E+00,5.66E+01
7.83E+00,5.91E+01,7.83E+00,5.91E+01,7.83E+00,5.91E+01,7.83E+00,5.91E+01,7.83E+00,5.91E+01,7.83E+00,5.91E+01
7.83E+00,6.17E+01,7.83E+00,6.17E+01,7.83E+00,6.17E+01,7.83E+00,6.17E+01,7.83E+00,6.17E+01,7.83E+00,6.17E+01
7.83E+00,6.42E+01,7.83E+00,6.42E+01,7.83E+00,6.42E+01,7.83E+00,6.42E+01,7.83E+00,6.42E+01,7.83E+00,6.42E+01
7.83E+00,6.68E+01,7.83E+00,6.68E+01,7.83E+00,6.68E+01,7.83E+00,6.68E+01,7.83E+00,6.68E+01,7.83E+00,6.68E+01
7.83E+00,6.93E+01,7.83E+00,6.93E+01,7.83E+00,6.93E+01,7.83E+00,6.93E+01,7.83E+00,6.93E+01,7.83E+00,6.93E+01
8.20E+00,2.08E+01,8.20E+00,2.08E+01,8.20E+00,2.08E+01,8.20E+00,2.08E+01,8.20E+00,2.08E+01,8.20E+00,2.08E+01
8.20E+00,2.34E+01,8.20E+00,2.34E+01,8.20E+00,2.34E+01,8.20E+00,2.34E+01,8.20E+00,2.34E+01,8.20E+00,2.34E+01
8.20E+00,2.59E+01,8.20E+00,2.59E+01,8.20E+00,2.59E+01,8.20E+00,2.59E+01,8.20E+00,2.59E+01,8.20E+00,2.59E+01
8.20E+00,2.85E+01,8.20E+00,2.85E+01,8.20E+00,2.85E+01,8.20E+00,2.85E+01,8.20E+00,2.85E+01,8.20E+00,2.85E+01
8.20E+00,3.10E+01,8.20E+00,3.10E+01,8.20E+00,3.10E+01,8.20E+00,3.10E+01,8.20E+00,3.10E+01,8.20E+00,3.10E+01
8.20E+00,3.36E+01,8.20E+00,3.36E+01,8.20E+00,3.36E+01,8.20E+00,3.36E+01,8.20E+00,3.36E+01,8.20E+00,3.36E+01
